date,open,high,low,close,volume
2025-03-14,109.8824,110.9249,108.7522,110.5547,2147400
2025-03-17,110.5157,111.5192,109.7363,110.9152,2156000
2025-03-18,110.4573,111.0029,109.8434,110.6521,1368500
2025-03-19,110.8859,111.3244,109.3271,110.1942,1746600
2025-03-20,109.1614,110.0675,108.304,108.4015,1836500
2025-03-21,107.4174,108.6255,106.521,107.8851,3160500
2025-03-24,109.3758,111.2757,108.9763,110.0773,2133300
2025-03-25,110.2331,110.3501,108.4891,108.8691,1818900
2025-03-26,109.1614,110.1844,107.7779,109.0543,2056100
2025-03-27,108.6743,108.6743,102.9259,105.576,4537300
2025-03-28,106.4431,106.7549,104.2314,104.6796,3315600
2025-03-31,104.056,106.6574,103.2669,106.5405,2929900
2025-04-01,106.5405,106.7841,105.0109,106.1508,2094800
2025-04-02,105.4883,107.281,105.1083,107.281,3836000
2025-04-03,104.5919,104.7673,101.2208,101.3182,2230000
2025-04-04,99.7594,100.4609,94.9852,96.6026,3812600
2025-04-07,94.0109,98.9117,92.569,94.4396,3160400
2025-04-08,96.3688,97.4015,87.9215,89.305,4942900
2025-04-09,88.662,100.9675,88.6328,100.4609,4940900
2025-04-10,98.5415,98.5415,93.1535,95.9985,2994400
2025-04-11,95.3457,98.8143,93.933,98.142,1906400
2025-04-14,99.3794,99.7691,97.9959,98.8727,1461000
2025-04-15,98.2297,99.4963,96.7195,97.0508,1732000
2025-04-16,96.9923,97.9666,95.0242,95.8914,2530900
2025-04-17,96.7975,98.4051,96.1447,97.4795,2240500
2025-04-21,97.0118,97.5282,95.8134,96.8462,1902500
2025-04-22,98.2297,99.7106,97.8205,99.165,978000
2025-04-23,101.708,103.2376,98.7461,99.2137,1588300
2025-04-24,99.5937,101.9418,98.561,101.4546,1010600
2025-04-25,100.4511,101.328,99.1455,99.9347,1938600
2025-04-28,99.9932,101.1818,99.3307,100.3147,1489500
2025-04-29,100.3537,101.7664,100.3537,101.1429,1879900
2025-04-30,107.2713,107.2713,104.1243,106.0631,4628000
2025-05-01,106.6477,107.5733,105.5662,105.9754,2870400
2025-05-02,107.6512,108.5768,106.4236,107.6512,2083900
2025-05-05,107.0764,108.5281,106.8328,107.3882,1753900
2025-05-06,106.3944,107.5343,105.1863,105.7708,1270800
2025-05-07,105.6247,105.917,103.1792,104.0171,1601000
2025-05-08,104.6991,107.0959,104.3971,105.8195,1626500
2025-05-09,106.1313,107.1738,106.0047,106.6282,1654800
2025-05-12,111.7557,115.1577,111.3439,111.9714,1989100
2025-05-13,112.0106,112.4224,111.0792,111.1184,1857900
2025-05-14,110.8537,111.2459,108.9714,109.4812,1739900
2025-05-15,108.8831,110.9126,108.6184,110.8439,1398300
2025-05-16,110.7067,111.9126,109.8929,111.8439,3365300
2025-05-19,110.3831,112.3243,110.1282,112.0204,1363200
2025-05-20,111.54,112.5792,111.04,111.5596,1372400
2025-05-21,110.0008,110.7655,108.8047,109.0596,1245700
2025-05-22,108.6184,109.5694,108.089,109.0302,2283400
2025-05-23,107.187,108.1674,106.8635,107.9223,948100
2025-05-27,109.5988,110.2459,108.589,110.0596,1255000
2025-05-28,109.8831,110.089,108.2949,108.3831,881500
2025-05-29,108.8145,109.4616,107.8439,109.1282,1491900
2025-05-30,108.4125,108.7165,107.3341,108.6282,3637800
2025-06-02,108.1871,108.2165,106.991,108.1871,1529800
2025-06-03,107.7655,109.3243,106.6772,109.1871,1659600
2025-06-04,109.2459,110.3145,109.04,109.7361,1213400
2025-06-05,110.2067,110.3047,108.8145,109.0792,1410100
2025-06-06,110.1871,111.5596,109.8243,110.393,1063300
2025-06-09,111.04,112.0792,110.7753,111.2361,1283400
2025-06-10,111.7361,113.3047,111.1871,112.7851,1933800
2025-06-11,112.9812,112.9812,110.7263,110.7949,1942400
2025-06-12,109.8439,110.3145,109.3243,109.8341,1291900
2025-06-13,108.0008,108.5988,104.0007,104.2164,2505200
2025-06-16,105.9713,106.9419,105.1086,106.9027,1996200
2025-06-17,106.0792,106.8537,105.138,105.4321,1607100
2025-06-18,105.1674,106.3733,104.8635,106.1184,1789100
2025-06-20,107.0106,107.0792,105.5498,106.54,4312200
2025-06-23,106.1086,110.4028,106.1086,110.1283,2697500
2025-06-24,112.0596,112.9616,110.8733,111.6479,2025700
2025-06-25,111.7655,112.6577,110.3341,111.04,1308300
2025-06-26,111.442,112.4616,111.1773,111.5498,1539200
2025-06-27,111.7949,113.1185,111.1871,111.9126,2248700
2025-06-30,111.5302,111.9616,110.8243,111.5204,1405100
2025-07-01,111.0302,115.5106,110.5106,114.1283,2055100
2025-07-02,115.0989,116.5793,114.1381,116.2655,1588900
2025-07-03,116.2655,116.6087,115.4028,115.9616,796200
2025-07-07,115.5008,115.5793,113.0302,113.1969,1512000
2025-07-08,113.8244,115.9518,113.393,115.1087,1563800
2025-07-09,115.844,116.4126,114.8146,115.8734,1294900
2025-07-10,116.6969,118.5401,115.991,116.7361,1365300
